0,1
4,109
5,82
9,59
11,50
12,67
14,111
15,4
16,112
18,62
20,32
26,67
27,4
29,85
30,87
32,75
33,25
34,96
35,87
36,50
37,12
38,31
39,72
42,101
44,54
45,37
46,41
48,85
50,55
51,64
52,5
54,61
56,108
57,70
59,24
60,109
67,72
69,34
70,21
73,39
74,5
75,73
80,105
84,43
86,48
87,40
89,42
90,104
91,81
94,71
99,95
100,65
101,5
102,111
107,84
110,89
111,111
116,47
117,88
118,19
120,94
121,72
123,8
125,47
127,35
128,113
133,78
135,76
137,38
139,20
141,60
142,63
143,14
147,10
149,107
150,85
152,11
154,98
159,21
162,87
163,109
165,8
166,8
172,83
174,51
176,30
177,90
180,50
182,26
185,4
186,54
187,24
189,67
190,53
196,9
200,101
201,31
204,93
207,106
208,24
212,101
213,47
215,31
221,69
224,54
225,21
0,226
4,118
5,145
9,168
11,177
12,160
14,116
15,223
16,115
18,165
20,195
26,160
27,223
29,142
30,140
32,152
33,202
34,131
35,140
36,177
37,215
38,196
39,155
42,126
44,173
45,190
46,186
48,142
50,172
51,163
52,222
54,166
56,119
57,157
59,203
60,118
67,155
69,193
70,206
73,188
74,222
75,154
80,122
84,184
86,179
87,187
89,185
90,123
91,146
94,156
99,132
100,162
101,222
102,116
107,143
110,138
111,116
116,180
117,139
118,208
120,133
121,155
123,219
125,180
127,192
128,114
133,149
135,151
137,189
139,207
141,167
142,164
143,213
147,217
149,120
150,142
152,216
154,129
159,206
162,140
163,118
165,219
166,219
172,144
174,176
176,197
177,137
180,177
182,201
185,223
186,173
187,203
189,160
190,174
196,218
200,126
201,196
204,134
207,121
208,203
212,126
213,180
215,196
221,158
224,173
225,206
