0,1
2,55135
4,65528
6,25522
7,6661
10,28599
12,7313
14,41715
15,16585
16,11038
18,15324
20,26801
23,3369
24,31244
25,8173
26,41583
30,15361
32,22828
33,34482
35,38981
36,49442
37,45213
39,49694
41,11953
46,4696
47,24050
48,12207
49,17004
57,41271
58,62350
59,21253
60,6956
61,17063
64,1116
65,22527
70,38415
71,61693
73,20138
76,10322
78,24123
79,54617
80,17338
81,24559
82,30455
85,38050
87,22375
88,23755
89,3838
92,7611
93,44005
94,15857
100,30949
103,24076
107,64029
110,11606
111,8494
118,44383
121,47424
124,53472
125,11820
126,33384
127,59187
128,49346
129,60292
130,11822
131,36853
132,64684
134,56759
137,49868
138,64808
139,7424
140,50518
142,13764
144,12845
145,37604
147,45899
152,23912
153,13589
154,42870
159,50378
165,38577
166,25734
169,25244
171,5122
174,35858
175,47164
176,54102
178,55579
180,40865
182,41202
185,31850
186,38086
187,12094
188,56416
189,8510
191,36448
195,62528
196,64424
197,52091
201,14914
202,30326
203,32415
204,63183
207,34296
208,35436
209,59625
213,61693
216,2199
217,24208
218,31007
220,3130
222,7048
223,6856
226,62149
230,15890
231,45918
232,47922
233,45407
234,7032
236,16111
239,18390
241,38492
243,11709
244,35720
245,3467
247,16356
248,26678
249,11761
250,31972
251,35297
253,59387
254,35133
256,16454
257,60727
258,9681
259,45324
260,63317
265,1227
266,4680
267,12921
270,55299
271,32411
274,9758
277,51620
281,56502
284,23994
286,36914
290,60605
292,20350
294,57394
298,62609
299,41615
304,18355
306,19759
308,51607
309,36393
310,16178
314,3835
315,49334
317,22598
319,33640
321,25981
323,64680
325,32835
327,47095
329,24626
332,46396
333,4363
334,63128
335,10548
336,46930
337,16452
340,14388
341,2347
343,23108
348,17718
349,57508
350,26115
353,1953
355,2594
356,29493
359,52506
360,47994
362,21288
365,38367
366,59162
367,20394
368,59018
372,41498
376,22912
380,36092
381,14881
382,30998
384,23684
385,43693
386,31926
387,23374
388,4603
389,9552
392,14731
393,56363
399,62861
400,12372
401,21751
404,60645
407,58897
408,17286
410,21158
411,45309
413,46337
414,24072
415,41952
419,46360
420,26843
421,57075
422,62192
423,19617
426,24259
427,54785
428,15539
432,23705
433,60722
434,37956
435,12
436,12585
438,59451
440,10414
442,41866
444,705
448,50533
449,29767
451,32753
452,5346
453,23346
456,1196
457,55137
458,24652
460,5777
461,11440
467,8964
469,61154
471,32570
472,54614
474,26362
475,17005
477,12958
480,45829
481,50007
483,9525
485,24008
486,53621
487,10488
490,58318
492,6984
493,20111
494,29052
496,63899
497,5147
501,61270
502,56753
503,45142
504,37339
505,14270
506,15447
507,28879
509,64899
510,59654
511,65278
512,1
514,1027
517,1133
518,59016
520,57029
521,41762
522,45506
523,22341
524,42267
525,56515
526,28787
528,3630
531,16475
536,58079
539,43001
541,51480
543,31991
545,49673
549,26440
551,33936
556,41328
557,54908
558,63275
559,1724
561,4464
565,36319
567,1099
568,3867
570,43536
571,27454
575,21904
578,13856
580,42410
582,23484
583,58878
587,1094
590,28431
591,1488
592,55202
593,36801
594,26935
595,32935
596,51168
599,539
600,11585
602,49185
603,60556
604,41054
605,40167
606,52196
612,47432
613,40504
615,31242
618,63481
619,35395
624,25180
627,5076
628,49277
631,23461
633,6021
634,14408
635,45166
637,16444
638,18170
639,12079
640,44942
644,59509
645,28715
648,40622
649,47094
650,45241
651,50188
654,25667
655,55649
657,58059
658,52022
660,6327
661,22142
662,19958
666,11181
667,61698
669,41765
670,21086
674,9795
675,15216
678,35390
679,54435
680,18357
681,40488
682,42662
683,39816
686,34867
687,27103
688,30951
689,50599
691,62602
692,20621
693,57920
694,23357
695,59658
698,31675
699,46463
700,18154
701,26130
703,39721
705,8021
706,32985
707,8387
708,2601
711,27696
712,57711
713,26836
715,63889
716,37586
717,61780
718,64113
721,58970
722,60329
723,47006
724,50986
725,13885
728,999
729,13306
730,2895
731,28072
732,7312
733,14787
734,61155
735,6791
737,24199
738,61870
742,50908
743,64096
745,42502
747,25052
748,36937
749,9505
752,47146
754,26953
760,5102
761,54161
766,14824
770,26205
776,44141
777,32824
778,16339
779,47053
782,12833
783,38822
784,64813
790,372
794,30490
798,48246
799,56569
800,40044
802,40898
803,14035
804,6360
806,13521
808,49435
809,43831
812,15667
813,64884
815,41929
816,1570
818,52424
819,48981
821,26281
823,31622
825,5139
