0,1
1,3501
2,1739
4,6632
8,1364
11,1862
13,2686
15,6011
16,3254
17,1621
18,4056
19,4240
22,1959
27,3283
28,5362
29,3810
32,943
33,5637
35,2979
36,5294
38,2273
40,1333
42,596
45,1318
47,4264
48,6395
49,5662
50,2205
53,2869
54,3159
55,3446
57,4114
59,509
60,6032
63,782
67,1642
69,2991
70,2614
73,6337
77,1294
79,2880
83,5288
84,4021
85,4022
86,660
87,3974
88,3023
91,2522
95,1977
96,1994
97,2784
98,2028
99,3188
100,5787
102,2134
103,1659
104,3455
106,1477
108,4108
111,5919
112,2648
113,6288
116,458
117,3924
118,4786
119,2683
121,3154
122,5669
123,2152
124,5613
125,5823
127,4014
129,4725
130,6052
131,1582
134,2910
135,5381
138,5626
139,3320
142,6224
143,2141
144,3528
145,2594
146,4745
147,3733
149,2772
150,2343
155,3389
156,1126
157,1117
158,924
159,5971
162,2840
164,3182
167,2981
168,5252
170,1350
172,6051
174,6124
180,461
183,2892
184,2768
186,6484
187,3320
188,5552
190,4386
192,1607
195,5253
197,3715
198,1473
199,5240
200,1162
201,1103
205,6649
206,4992
210,2124
214,5338
217,5997
218,467
221,2260
224,2095
225,5008
227,2340
232,4702
234,944
236,2603
240,2728
242,6299
245,5878
249,5283
253,4652
255,2001
257,220
258,6467
259,140
260,410
261,3694
263,5811
266,5440
269,5575
271,4157
275,6607
277,805
279,5585
283,6521
284,1788
287,1738
289,1133
291,1813
292,871
293,792
294,3339
295,597
297,1047
298,3531
301,624
302,3927
304,3485
307,4512
308,4490
310,869
311,5532
316,4393
317,5898
318,62
320,5058
321,3992
322,3887
325,6537
328,4893
330,6527
335,3114
336,1615
337,2471
338,3871
339,498
341,5394
346,4360
348,1910
349,6382
353,1153
355,393
356,6198
357,1621
359,1014
360,5002
362,5115
364,1056
369,4201
373,4665
375,4510
377,79
378,1210
379,5638
380,730
384,3604
388,5032
389,2457
391,559
392,1297
393,6011
402,121
404,3634
405,3525
406,4315
407,6438
409,1268
410,3112
411,1634
414,834
418,3204
421,2973
423,4335
426,1327
429,3708
430,946
432,5437
433,286
436,2465
440,580
445,1312
448,4906
449,2123
450,519
456,4134
457,3645
458,702
461,2072
462,2697
463,2964
464,4804
465,3166
466,5126
468,3598
470,234
475,3156
476,1035
477,2940
483,516
485,1556
488,1751
489,5933
490,4665
491,5379
493,1261
495,3809
496,2820
497,2877
498,6319
500,3510
504,5751
505,3694
507,2520
509,3964
513,4708
515,2812
517,211
518,6105
519,3862
520,2279
522,1458
524,699
526,6513
527,4440
528,2019
