0,1
1,7869
2,2638
4,3823
5,9820
6,1898
8,11752
14,3882
17,12154
18,10364
19,8573
20,7050
21,5905
22,6904
23,6237
24,12342
25,1563
26,2592
27,10042
28,4176
30,3638
32,2695
33,12474
37,4383
39,12448
41,2422
44,5761
46,6854
49,5814
50,3318
54,498
56,9951
59,225
62,2417
63,4762
65,6434
66,2239
68,3075
69,11247
71,1476
72,4726
75,6319
76,7249
78,1324
79,363
80,5995
81,896
83,6200
87,12517
88,11076
90,6012
91,431
92,10000
93,1551
94,8906
95,7110
98,7779
100,3567
101,726
103,8169
104,1815
105,3138
106,7726
107,9284
108,7702
110,4067
111,3384
112,2073
115,8583
118,6434
119,6326
121,7751
122,5625
124,6532
127,2325
128,9755
129,11495
132,6080
133,11779
136,11753
137,203
140,11235
146,32
147,2818
155,7916
158,7876
160,5140
162,328
165,4928
168,3058
169,8931
171,5812
174,2818
175,7117
176,1302
177,7323
178,5075
180,10550
181,9101
182,5836
183,6593
185,10595
191,942
198,2096
201,8913
202,4296
203,9922
204,2605
205,8659
206,324
208,1054
209,510
210,5045
211,334
213,5312
214,1922
217,8909
218,5301
221,4767
222,9216
223,1197
224,4151
225,11518
226,9974
227,8373
231,1324
233,1386
234,9364
239,7752
240,11289
241,9727
242,7650
244,2526
245,2381
246,11082
247,992
249,5870
251,10580
254,10148
255,3832
257,10213
258,9359
259,6944
260,8823
262,10165
263,7508
264,4865
265,12646
266,5052
267,2882
272,716
273,6920
274,4623
276,4598
277,306
278,11757
279,5472
280,7575
281,8395
284,5823
285,1595
287,2677
289,1253
290,10734
291,6872
292,1660
293,1530
294,3534
296,8461
298,7650
299,3300
300,2873
301,939
304,323
307,8370
308,38
309,9321
310,10013
311,6640
312,3963
315,1662
316,31
321,2797
324,4464
325,2394
326,10428
331,3687
332,5675
333,3200
334,2591
338,3687
339,5017
342,9623
343,7858
347,6796
350,5903
351,3854
355,9154
358,5177
359,1381
369,1718
370,2040
372,5922
373,8872
379,8415
383,1589
384,188
386,7493
387,8302
388,12266
389,4045
390,7480
392,6522
394,8665
396,5915
399,11967
401,9747
403,9792
404,2873
407,3913
409,10148
410,5568
411,695
412,5656
414,5447
416,5326
419,7177
421,84
424,321
425,10714
427,7888
429,1640
431,10408
439,7624
443,3376
444,11550
449,5453
450,8884
451,9725
453,4837
454,5070
455,9981
457,12769
459,2326
460,1942
462,7850
463,12034
464,1293
465,11105
467,6928
469,5802
472,12820
473,1609
474,4788
475,5623
477,9024
478,4514
480,9918
482,8801
483,4305
485,5539
486,1392
488,7997
495,8847
496,11945
