0,1
1,6845
2,8988
3,9325
4,9
7,2660
8,116
10,323
12,10429
13,11838
14,4592
15,5636
18,8901
19,332
20,5456
21,8791
24,3242
27,418
28,10103
30,11264
31,7291
40,8525
41,12703
42,11678
43,6732
45,4767
46,7121
47,2677
48,7994
51,8526
52,1344
54,6344
55,108
57,12528
58,8623
60,9080
64,1312
66,2357
67,4935
69,9840
70,5323
71,10908
73,9649
74,9397
75,1094
77,10742
79,11702
80,10851
83,9449
85,7071
86,12739
89,2240
90,3735
92,1074
96,12224
100,10013
106,11283
107,4125
108,1253
109,7711
113,6723
115,11577
117,866
118,5922
119,2355
120,6163
121,5348
123,11225
124,4109
128,5457
133,5111
134,7815
135,7195
136,12240
137,7967
138,7921
141,8420
142,10860
148,931
151,1924
152,25
154,11140
157,11379
158,8142
160,11912
161,12051
164,7213
166,5371
168,8557
169,11709
170,1045
173,2713
174,3000
179,1713
180,248
181,3379
185,514
186,5885
189,7125
191,8448
193,8643
197,5064
198,11146
205,7089
206,8336
208,12794
209,6564
212,2389
218,11531
219,9704
222,3302
223,8033
224,12359
227,2616
228,1378
230,2754
231,7831
232,5793
233,1498
234,4419
235,3769
237,9801
241,655
242,5043
243,2754
244,6229
245,3588
246,1922
247,6046
248,11160
250,9069
253,10382
256,3150
257,5052
260,12137
266,8120
267,6421
269,10691
270,2420
272,10206
273,691
274,8364
276,6583
278,7385
280,7993
282,360
283,9342
284,1360
288,8560
290,9600
294,132
299,5139
302,5438
303,1565
304,10979
305,4387
306,1916
307,3264
310,8930
311,3811
312,8901
313,6204
314,6358
317,1906
318,9628
319,7637
320,12365
321,4756
322,1666
324,7492
326,9121
327,8659
328,9954
332,5885
333,5756
336,11757
337,5831
338,299
339,476
341,4407
343,6719
344,3696
349,5129
350,109
351,2341
354,11061
356,6590
357,4094
358,4340
365,8612
367,1094
368,4059
370,1384
372,8118
374,7704
378,7680
379,8210
381,4307
382,12325
383,10617
384,6214
386,6590
387,10852
388,3769
392,12434
394,176
395,12769
397,8337
398,10719
399,12885
401,3635
405,5125
412,101
415,880
416,35
418,9529
419,11363
420,1488
421,12508
425,5952
428,4079
433,1945
434,10944
435,11904
436,12667
437,5927
438,3984
439,11815
440,544
442,6339
443,8675
445,5324
446,961
447,105
450,7044
454,7144
455,454
456,6047
457,12325
459,10785
461,7604
462,1218
468,4121
469,1526
474,7758
476,11633
477,3608
478,3572
482,2942
486,558
488,4747
490,77
496,8022
504,9093
505,3750
507,1659
509,1364
511,1666
515,4202
516,347
519,9334
521,7969
524,7489
529,7363
530,11585
531,7649
533,11143
534,6652
538,1868
539,3261
541,5669
545,7700
549,3398
550,289
552,2069
556,12808
557,9630
558,6728
561,4592
562,5932
566,7266
567,5462
570,2405
575,12594
576,630
577,7125
579,7098
580,8175
581,3549
584,12238
585,1116
587,2616
589,1489
590,12833
597,2222
599,5437
600,9707
601,4899
